ID,Title,Link,Categories,Image,Description,Ingredients,Directions,Notes,Prep Time,Cook Time,Servings,Video,Related Products,Average Ratings,Num Ratings,Date,Order
4009,Muffins de grains entiers aux bananes,https://www.quakeroats.ca/fr/recipes/muffins-de-grains-entiers-aux-bananes,Brunch,_2311_20Whole_20Grain_20Banana_20Muffin_1.jpg,"Auprès des apprentis pâtissiers jusqu’aux plus aguerris, les muffins aux bananes sont une gâterie qui a passé l’épreuve du temps. Tout le monde les aime. Et ils sont de loin une des pâtisseries les plus faciles et les plus rapides à faire. Ajoutez-y les bienfaits des grains entiers Quaker, et vous obtenez une recette tout aussi nutritive que délicieuse.","1 1/2 tasse de farine tout usage
1 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)
1/2 tasse de cassonade bien tassée
1/2 tasse de noix hachées (optionnel)
1 cuillerée à table de poudre à pâte
1/2 cuillerée à thé de bicarbonate de soude
1 tasse de bananes (environ 3 bananes moyennes) mûres en purée
5 cuillerées à table de margarine ou de beurre fondu
1/2 tasse de lait écrémé
2 blancs d’œuf ou 1 œuf légèrement battu
","Pr&eacute;chauffer le four &agrave; 400 &deg;F. Tapisser 12 moules &agrave; muffins moyens avec des moules en papier ou vaporiser de l&rsquo;a&eacute;rosol de cuisson sur le fond des moules.
Dans un grand bol, mettre la farine, le gruau, la cassonade, les noix (facultatif), la poudre &agrave; p&acirc;te et le bicarbonate de soude; bien m&eacute;langer. Dans un bol moyen, mettre les bananes, la margarine, le lait et les blancs d&rsquo;&oelig;uf; bien m&eacute;langer.
Ajouter le tout aux ingr&eacute;dients secs; m&eacute;langer juste assez pour que les ingr&eacute;dients secs soient humides. (Ne pas trop m&eacute;langer.)
Remplir presque &agrave; ras bord les moules &agrave; muffins. Cuire 17 &agrave; 19 minutes ou jusqu&rsquo;&agrave; coloration dor&eacute;e.
Laisser les muffins refroidir sur une grille, sans d&eacute;mouler, pendant 5 minutes. D&eacute;mouler. Servir chaud.",,15-20mins,17-20mins,,,"43,024,310",4,6,2015-12-10 14:56:02,416
4016,Bol de gruau bonheur aux petits fruits et aux amandes,https://www.quakeroats.ca/fr/recipes/bol-de-gruau-bonheur-aux-petits-fruits-et-aux-amandes,Breakfast,BerryAlmondCrumbleOatmeal_02.jpg,"Manger des céréales au déjeuner, c’est rapide, facile et nourrissant. Toutefois, certains matins, vous aimeriez déguster un plat qui sort quelque peu de l’ordinaire. Profitez-en pour gâter votre famille en lui servant un déjeuner composé d’un délicieux mélange d’amandes, de cassonade, de cannelle et de bleuets. C’est simple, sain et délicieux. Et vous le méritez bien. ","1/2 tasse de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)

1/4 tasse d’amandes tranchées

1/3 tasse de cassonade bien tassée

1/2 cuillère à thé de cannelle moulue

3 tasses de lait écrémé ou de boisson de soya faible en gras

1 1/2 cuillère à thé de cannelle moulue

2 tasses de gruau gros flocons Quaker® ou de gruau rapide Quaker® (non cuit)

1 tasse de bleuets surgelés (ne pas décongeler) ou en conserve (égouttés)
","Pour la garniture, mettre le gruau et les amandes dans une po&ecirc;le moyenne. Cuire &agrave; feu moyen-doux de 
4 &agrave; 6 minutes, en remuant occasionnellement, jusqu&rsquo;&agrave; coloration dor&eacute;e.
Laisser refroidir compl&egrave;tement. Dans un petit bol, incorporer la cassonade et la cannelle. Ajouter le m&eacute;lange de gruau; bien m&eacute;langer.
Pour le gruau, porter &agrave; &eacute;bullition le lait et la cannelle dans une casserole moyenne; ajouter en remuant le gruau. Porter de nouveau &agrave; &eacute;bullition; r&eacute;duire &agrave; feu moyen.
Laisser mijoter, en m&eacute;langeant occasionnellement, 
1 minute (pour le gruau rapide) ou 5 minutes (pour le gruau &agrave; l&rsquo;ancienne). Ajouter d&eacute;licatement les bleuets en remuant.
Continuer &agrave; faire mijoter jusqu&rsquo;&agrave; ce que les bleuets soient bien chauds et que la majorit&eacute; du liquide soit absorb&eacute;e, soit environ 1 minute. Mettre le gruau dans cinq bols &agrave; c&eacute;r&eacute;ales. Saupoudrer de la garniture.","Pour griller le gruau et les amandes au four &agrave; micro-ondes, mettre le gruau et les amandes dans une assiette &agrave; tarte en verre. Chauffer &agrave; puissance &eacute;lev&eacute;e de 2 &agrave; 4 minutes ou jusqu&rsquo;&agrave; coloration dor&eacute;e, en remuant toutes les minutes. Laisser refroidir compl&egrave;tement. Suivre les directives de la recette. Pour griller le gruau et les amandes au four, pr&eacute;chauffer le four &agrave; 350 &deg;F. Mettre le gruau dans un moule &agrave; cuisson peu profond. Cuire 5 minutes en m&eacute;langeant une fois. Ajouter les amandes et cuire 5 minutes de plus, en m&eacute;langeant occasionnellement, jusqu&rsquo;&agrave; coloration dor&eacute;e. Laisser refroidir compl&egrave;tement. Suivre les directives de la recette.",,,,,"43,024,310",0,0,2015-12-10 14:56:02,417
4871,Croquettes de gruau salées et salade tomates-oignons,https://www.quakeroats.ca/fr/recipes/croquettes-de-gruau-salées-et-salade-tomates-oignons,Brunch,Savoury_20Oat_20Cakes_20with_20Tomato_20and_20Onion_20Salad-082_0.jpg,Le week-end au chalet… le moment idéal pour flâner le matin en compagnie des amis et de la famille. Profitez du moment avec ces gâteaux au gruau qui se préparent et se transportent facilement. Faites-les simplement frire le matin et accompagnez-les d’une salade de tomates toute simple. ,"6 tasses d’eau
1/2 cuillère à thé de sel
2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
2 cuillères à table d’un mélange de fines herbes hachées (thym, romarin, origan et basilic, par exemple)
1/2 tasse de parmesan râpé
2 cuillères à table d’huile d’olive
6 œufs frits (facultatif)

Salade oignons-tomates
3 cuillères à table d’huile d’olive extra-vierge
1 cuillère à table de vinaigre de vin rouge
1 cuillère à table de basilic frais haché
1/4 cuillère à thé de sel
1 pincée de poivre fraîchement moulu
1 lb de tomates cerises coupées en quatre
1/4 tasse d’oignon rouge en dés","Dans une grande casserole, porter l’eau et le sel à ébullition; ajouter le gruau et les fines herbes. Réduire le feu; laisser mijoter environ 5 minutes ou jusqu’à consistance désirée en remuant de temps en temps. Ajouter le parmesan. 
Étendre le mélange de gruau uniformément dans un plat à cuisson graissé de 13 x 9 po (3 L); réfrigérer jusqu’à ce qu’il soit froid et ferme (environ 2 heures ou toute la nuit). 
Salade oignons-tomates : Entre-temps, dans un grand bol, fouetter ensemble l’huile d’olive, le vinaigre, le basilic, le sel et le poivre; ajouter les tomates et les oignons en remuant. 
Retourner délicatement le gruau sur la planche à découper; couper 12 carrés. Dans une poêle antiadhésive, faire chauffer 1 cuillère à table (15 mL) d’huile d’olive à feu moyen-élevé; frire quelques carrés de gruau à la fois pendant 3 minutes de chaque côté ou jusqu’à coloration dorée; ajouter le reste de l’huile au besoin. Garnir de salade oignons-tomates et d’œufs frits (si désiré).","Valeur nutritive (Pour ⅙ de la recette):
Calories : 340
Lipides : 17 g
Cholestérol : 5 mg
Sodium : 470 mg
Glucides : 35 g 
Fibres : 5 g 
Sucres : 2 g 
Protéines : 11 g
",10 min,10 min,6,,,0,0,2016-01-25 8:43:01,418
4881,Bol déjeuner aux pommes salées et thym ,https://www.quakeroats.ca/fr/recipes/bol-déjeuner-aux-pommes-salées-et-thym,Breakfast,Apple_20Sage_20Oat_20Stuffing-184_0.jpg,"Pourquoi réserver les saveurs de la farce pour le grand festin, si vous pouvez retrouver toutes les saveurs réconfortantes de l’Action de grâce dans un délicieux bol déjeuner?","1 cuillère à table d’huile végétale
12 saucisses à la dinde
2 cuillères à table de beurre
2 pommes pelées, évidées et râpées
1 gros oignon haché
1 gousse d’ail
1 cuillère à table de thym frais
1/4 cuillère à thé de sel
1 pincée de poivre fraîchement moulu
4 tasses de bouillon de légumes ou de poulet à teneur réduite en sodium
2 tasses d’eau
⅓ tasse de canneberges séchées
2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
2 cuillères à table de sirop d’érable","Dans une grande poêle, faire chauffer l’huile à feu moyen élevé; cuire les saucisses de 8 à 10 minutes ou jusqu’à ce qu’elles soient dorées et bien cuites. Garder au chaud. 
Dans une poêle, faire fondre le beurre à feu moyen; ajouter les pommes, l’oignon, l’ail, le thym, le sel et le poivre et cuire de 6 à 8 minutes ou jusqu’à ce que le mélange soit tendre et doré. Ajouter le bouillon, l’eau et les canneberges; porter à ébullition. Incorporer le gruau et réduire le feu. Laisser mijoter environ 5 minutes ou jusqu’à consistance désirée en remuant occasionnellement. 
Répartir le mélange dans 6 bols. Couper les saucisses en diagonale; les répartir dans les bols. Arroser d’un filet de sirop d’érable.  
Truc : Remplacez les saucisses par des noix grillées hachées, si vous le désirez. 
","Valeur nutritive (Par bol):
Calories : 400
Lipides : 14 g
Cholestérol : 45 mg
Sodium : 770 mg
Glucides : 51 g 
Fibres : 6 g 
Sucres : 16 g 
Protéines : 18 g
",15 min,20 min,6,,,0,0,2016-01-25 8:47:23,419
4891,Gruau des tropiques à préparer la veille,https://www.quakeroats.ca/fr/recipes/gruau-des-tropiques-à-préparer-la-veille,Breakfast,Overnight_20Tropical_20Oatmeal-102_0.jpg,Quelques minutes de préparation en soirée et le temps de couper des fraises et des mangues... c’est tout ce qu’il faut pour savourer un bol rempli de soleil des tropiques.,"2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
2 tasses de lait d’amande (ou autre produit non-laitier)
1 cuillère à table de miel
11/2 cuillère à thé de cardamome moulue
1 cuillère à thé de zeste de lime
3/4 tasse de fraises hachées
1 mangue pelée, dénoyautée et hachée
1/4 tasse de noix de coco grillée en flocons","Dans un bol, mélanger l’avoine, le lait d’amande, le miel, la cardamome et le zeste de lime; couvrir et réfrigérer toute la nuit.  
Au matin, brasser le mélange d’avoine et le verser à la cuillère dans des bols. Garnir de fraises et de mangues. Parsemer de noix de coco. 
Truc : Faites griller la noix de coco dans un petit poêlon à feu moyen-élevé de 3 à 5 minutes ou jusqu’à coloration dorée.  
","Valeur nutritive (Pour 1/4 de la recette):
Calories : 400
Lipides : 8 g
Cholestérol : 0 mg
Sodium : 110 mg
Glucides : 70 g 
Fibres : 9 g 
Sucres : 19 g 
Protéines : 11 g
",10 min,0 min,4,,,0,0,2016-01-25 8:51:26,420
4901,« Risotto » du matin bacon et œuf,https://www.quakeroats.ca/fr/recipes/«-risotto »-du-matin-bacon-et-œuf,Brunch,Bacon_20_26_20Eggs_20Risotto-024_0.jpg,"En cette fin d’hiver, chassez le froid en profitant des bienfaits de l’avoine à grains entiers cuisinée avec du bacon. Le tout recouvert d’œufs délicatement brouillés.","6 tasses de bouillon de poulet à teneur réduite en sodium ou de bouillon de légumes
6 tranches de bacon
1 petit oignon haché
2 tasses (500 mL) de gruau Coupe épointée à cuisson rapide Quaker®
6 œufs
2 cuillères à table d’eau
1 pincée de sel et 1 pincée de poivre fraîchement moulu
1 cuillère à table de beurre
1 tomate hachée
2 oignons verts hachés","Dans une casserole, faire mijoter le bouillon; garder au chaud. Dans un grand poêlon, frire le bacon à feu moyen-élevé de 5 à 7 minutes ou jusqu’à ce qu’il soit croustillant; égoutter sur une serviette en papier. Hacher le bacon et réserver.
Cuire l’oignon dans le gras du bacon pendant environ 5 minutes ou jusqu’à ce qu’il soit tendre. Ajouter l’avoine; cuire 2 minutes en mélangeant pour bien l’enrober. Verser le bouillon; cuire en brassant de 6 à 8 minutes ou jusqu’à ce que le mélange soit tendre et crémeux et que le liquide soit presque complètement évaporé. Ajouter la moitié du bacon.
Fouetter ensemble les œufs, l’eau, le sel et le poivre. Dans une poêle antiadhésive, faire fondre le beurre à feu moyen; cuire les œufs pendant environ 3 minutes ou jusqu’à consistance désirée en raclant avec une spatule pour former de gros grumeaux tendres. 
À l’aide d’une cuillère, verser le gruau dans des bols. Garnir d’œufs; parsemer de tomates, d’oignons verts et du reste du bacon. ","Valeur nutritive (Pour ⅙ de la recette):
Calories : 330
Lipides : 13 g
Cholestérol : 200 mg
Sodium : 870 mg
Glucides : 35 g 
Fibres : 5 g 
Sucres : 2 g 
Protéines : 19 g
",10 min,20 min,6,,,0,0,2016-01-25 8:54:21,421
4911,Gruau Red Velvet,https://www.quakeroats.ca/fr/recipes/gruau-red-velvet,Breakfast,Red_20Velvet_20Oatmeal-060_0.jpg,Offrez à votre valentin ou valentine un bol de gruau aux couleurs de l’amour. ,"6 tasses d’eau
1/4 cuillère à thé de sel
2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
1 tasse de framboises fraîches ou surgelées
1 tasse de fraises fraîches ou surgelées

Garniture au fromage à la crème
4 cuillères à table de fromage à la crème ramolli
⅓ tasse de yogourt grec nature
1 cuillère à table de miel","Dans une grande casserole, porter l’eau et le sel à ébullition; ajouter le gruau en remuant. Réduire le feu à moyen; laisser mijoter environ 5 minutes ou jusqu’à consistance désirée en remuant de temps en temps. Laisser refroidir légèrement. Entre-temps, réduire en purée les fraises et les framboises dans le mélangeur; les incorporer au gruau juste avant de servir.
Garniture au fromage à la crème : Dans un bol, battre le fromage à la crème, le yogourt et le miel jusqu’à consistance lisse. Verser un peu de garniture sur le mélange.  
Truc : Saupoudrez de poudre de cacao, si désiré. 
","Valeur nutritive (Pour ⅙ de la recette):
Calories : 250
Lipides : 6 g
Cholestérol : 10 mg
Sodium : 150 mg
Glucides : 40 g 
Fibres : 6 g 
Sucres : 6 g 
Protéines : 8 g
",10 min,5 min,6,,,4,1,2016-01-25 8:57:05,422
4921,Parfait estival au grau et petits fruits,https://www.quakeroats.ca/fr/recipes/parfait-estival-au-grau-et-petits-fruits,Breakfast,Summer_20Berry_20Oatmeal_20Parfet-065_0.jpg,"Le gruau se pare des couleurs de l’été dans cette sublime superposition de gruau à coupe épointée, de petits fruits juteux et de yogourt crémeux.","6 tasses d’eau
1/4 cuillère à thé de sel
2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
3 tasses de petits fruits frais mélangés (framboises, bleuets, mûres, fraises coupées, par exemple)
11/2 tasse de yogourt grec nature
⅓ tasse de menthe fraîche hachée
1/4 tasse de miel
6 tiges de menthe fraîche","Dans une grande casserole, porter l’eau et le sel à ébullition; ajouter le gruau. Réduire le feu à moyen; laisser mijoter environ 5 minutes ou jusqu’à consistance désirée en remuant de temps en temps. Laisser refroidir légèrement. 
Mélanger le yogourt, la menthe et le miel. Dans 6 coupes à parfait ou bols, répartir en couches successives la moitié du gruau et des petits fruits. Garnir du mélange de yogourt et de tiges de menthe. 
","Valeur nutritive (Par parfait):
Calories : 310
Lipides : 4,5 g
Cholestérol : 5 mg
Sodium : 130 mg
Glucides : 54 g 
Fibres : 7 g 
Sucres : 19 g 
Protéines : 13 g
",20 min,10 min,6,,,3,1,2016-01-25 10:30:35,423
4931,Gruau chaud au lait de poule,https://www.quakeroats.ca/fr/recipes/gruau-chaud-au-lait-de-poule,Breakfast,Warm_20Eggnog_20Oatmeal-160_0.jpg,"Ajoutez ce plat festif à la liste de vos traditionnels déjeuners des Fêtes et appréciez le goût sucré et crémeux du lait de poule, combiné à la texture consistante du gruau à coupe épointée.","3 tasses de lait
3 tasses de lait de poule
1/2 cuillère à thé de sel
2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
1/2 tasse de yogourt nature 2 %
1 cuillère à table de miel
Muscade fraîchement râpée","Dans une grande casserole, porter le lait, le lait de poule et le sel à ébullition; ajouter le gruau en remuant. Réduire le feu à moyen-doux; laisser mijoter environ 5 minutes ou jusqu’à consistance désirée en remuant de temps en temps. Laisser refroidir légèrement.
À l’aide d’une cuillère, verser le gruau dans des bols; garnir de yogourt; arroser d’un filet de miel et ajouter une pincée de muscade. 
Truc : Garnissez le gruau de petits fruits frais ou d’autres fruits frais hachés. 
","Valeur nutritive (Pour ⅙ de la recette):
Calories : 370
Lipides : 11 g
Cholestérol : 85 mg
Sodium : 320 mg
Glucides : 51 g 
Fibres : 4 g 
Sucres : 19 g 
Protéines : 17 g
",5 min,5 min,6,,,0,0,2016-01-25 10:32:47,424
4941,"Carrés déjeuner au gruau chai avec dattes Medjool, abricots et amandes",https://www.quakeroats.ca/fr/recipes/carrés-déjeuner-au-gruau-chai-avec-dattes-medjool-abricots-et-amandes,Desserts,Mejool_20Dates_20Apricot_20and_20Almond_20Chai_20Oatmeal_20Breakfast_20Bars-142_0.jpg,"Les riches saveurs de chai sont cuites directement dans ces carrés! Servez-les chauds, directement sortis du four, ou emportez-les au travail, comme collations à savourer le matin ou l’après-midi.","2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
1/2 tasse de dattes Medjool hachées
1/2 tasse d’abricots séchés hachés
1/4 tasse d’amandes hachées
1/4 tasse de cassonade
1 cuillère à thé de cannelle
1/2 cuillère à thé de cardamome moulue
1/2 cuillère à thé de gingembre frais haché
1/4 cuillère à thé de clou de girofle moulu
1/4 cuillère à thé de sel et 1/4 cuillère à thé de poivre
2 tasses de lait d’amande à la vanille
2 œufs
2 cuillères à table de beurre fondu et refroidi","Préchauffer le four à 375 °F (190 °C). Graisser un plat de cuisson carré de 8 po (20 cm).
Dans un grand bol, mélanger le gruau, les dattes, les abricots, les amandes, la cassonade, la cannelle, la cardamome, le gingembre, le clou de girofle, le sel et le poivre. Dans un autre bol, fouetter le lait d’amande, les œufs et le beurre; ajouter au mélange de gruau. 
Verser dans le plan de cuisson et cuire de 40 à 45 minutes ou jusqu’à ce que le mélange soit cuit. Retirer du four; laisser refroidir quelques minutes. Couper en carrés. 
Truc : Ces barres peuvent être réfrigérées et servies froides.","Valeur nutritive (Par carré):
Calories : 140
Lipides : 4 g
Cholestérol : 25 mg
Sodium : 80 mg
Glucides : 22 g 
Fibres : 2 g 
Sucres : 9 g 
Protéines : 4 g
",15 min,40 min,16 carrés,,,0,0,2016-01-25 10:35:37,425
4951,Gruau bénédictine,https://www.quakeroats.ca/fr/recipes/gruau-bénédictine,Brunch,Oatmeal_20Benedict-041_0.jpg,Un classique du brunch printanier – avec une touche d’originalité! Nous avons remplacé les traditionnels bacon et muffin anglais par des asperges et du gruau crémeux assaisonné de fines herbes fraîches.,"6 tasses d’eau
1/2 cuillère à thé de sel
2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
1 tasse de cheddar vieilli râpé
1/4 tasse de ciboulette ou de persil frais haché
12 asperges parées
6 œufs pochés

Sauce hollandaise
⅔ tasse de beurre
3 jaunes d’œufs
1 cuillère à thé de zeste de citron
2 cuillères à thé de jus de citron
2 cuillères à thé de moutarde de Dijon
1/4 cuillère à thé de sel","Dans une grande casserole, porter l’eau et le sel à ébullition; ajouter le gruau en remuant. Réduire le feu à moyen; laisser mijoter environ 5 minutes ou jusqu’à consistance désirée en remuant de temps en temps. Incorporer le fromage et la ciboulette.  
Entre-temps, dans la casserole d’eau salée, cuire les asperges de 3 à 5 minutes jusqu’à ce qu’elles soient tendres, mais encore croquantes; les égoutter et les rincer à l’eau froide. 
Sauce hollandaise : Dans une petite casserole, faire fondre le beurre à feu moyen jusqu’à la formation de bulles. Dans un mélangeur, réduire en purée les jaunes d’œufs, le zeste de citron, le jus de citron et la moutarde; ajouter le beurre par débit régulier et lent pendant que le moteur tourne. Ajouter le sel. 
Répartir le mélange dans 6 assiettes. Garnir de deux asperges et d’un œuf poché; napper de sauce hollandaise.
Truc : Pour pocher un œuf : Remplissez une casserole d’eau jusqu’à 6 pouces du bord. Ajoutez 2 cuillères à table (30 mL) de vinaigre et portez à ébullition. Cassez un œuf dans un petit bol; versez-le délicatement dans l’eau bouillante. Réduisez le feu et laissez mijoter; faites pocher les œufs de 3 à 4 minutes ou jusqu’au point de cuisson désiré. Retirez chaque œuf avec une cuillère trouée. 
","Valeur nutritive (Pour ⅙ de la recette):
Calories : 530
Lipides : 36 g
Cholestérol : 345 mg
Sodium : 740 mg
Glucides : 34 g 
Fibres : 5 g 
Sucres : 1 g 
Protéines : 18 g
",20 min,15 min,6,,,0,0,2016-01-25 10:45:16,426
4961,Muesli de gruau à coupe épointée à préparer la veille,https://www.quakeroats.ca/fr/recipes/muesli-de-gruau-à-coupe-épointée-à-préparer-la-veille,Breakfast,Apple_20Sage_20Oat_20StuffinOvernight_20Bircher_20Musli-205_0.jpg,"Préparez votre déjeuner la veille. Avant d’aller au lit, mélangez les ingrédients, mettez-les au réfrigérateur toute la nuit, et le tour est joué! Au réveil, vous aurez un gruau crémeux auquel il ne restera qu’à ajouter yogourt et garnitures croquantes.","2 tasses de gruau Coupe épointée à cuisson rapide Quaker®
2 tasses de lait
1 cuillère à table de jus de citron
2 cuillères à thé de cannelle
1 grosse pomme pelée, évidée et râpée
1/2 tasse de yogourt nature 2 %
3 cuillères à table de miel
3/4 tasse d’abricots séchés hachés
⅓ tasse de raisins secs
⅓ tasse d’amandes effilées","Dans un bol, mélanger l’avoine, le lait, le jus de citron et la cannelle. Couvrir et réfrigérer toute la nuit.
Au matin, ajouter la pomme, le yogourt et le miel au mélange de gruau en remuant. Répartir dans 6 bols; servir avec des abricots et des raisins et parsemer d’amandes. 
Truc : Remplacez le lait de vache par du lait de soya enrichi, du lait d’amande ou du lait de riz.","Valeur nutritive (Pour ⅙ de la recette):
Calories : 390
Lipides : 8 g
Cholestérol : 10 mg
Sodium : 55 mg
Glucides : 68 g 
Fibres : 7 g 
Sucres : 29 g 
Protéines : 12 g
",10 min,0 min,6,,,0,0,2016-01-25 10:47:43,427
6311,Pain aux bananes à l’avoine à préparer la veille,https://www.quakeroats.ca/fr/recipes/pain-aux-bananes-à-l’avoine-à-préparer-la-veille,Breakfast,Q16164_ONight_Oats_ALT_1920x800_300dpi.jpg,Toutes les épices savoureuses et réconfortantes du pain aux bananes sont ajoutées à cette recette de gruau facile à préparer la veille. Des bananes sont ensuite incorporées pour créer cette saveur de pain aux bananes en un tournemain.,"3 tasses (750 mL) de lait écrémé ou 1 %
3 tasses (750 mL) de gruau Gros flocons de Quaker®
2 cuillères à soupe (30 mL) de miel
2 cuillères à soupe (30 mL) de cassonade
1 cuillère à thé (5 mL) d’extrait de vanille
1/2 cuillère à thé (2 mL) de cannelle moulue
1/4 cuillère à thé (1 mL) chacun de noix de muscade et de sel
3 bananes, divisées
1/4 tasse (60 mL) de pacanes grillées hachées
Yogourt écrémé nature ou à la vanille (facultatif)","Mélanger le lait, le miel, la cassonade, la vanille, la cannelle, la muscade et le sel. Incorporer les flocons d'avoine. Couvrir et réfrigérer jusqu'au lendemain.
Écraser deux bananes et les incorporer au gruau. Couper la troisième banane en tranches. Répartir le gruau dans des bols ou des petits pots de confiture. Garnir avec les tranches de bananes, les pacanes et le yogourt (facultatif).
","Astuce : Garnir de bleuets, de framboises ou de mûres, si désiré. 
Astuce : Utiliser des alternatives non‑laitières, comme le lait de soja ou le lait d'amande, si désiré. 
Astuce : Incorporer 1/2 cuillère à thé (2 mL) de graines de chia ou de graines de chanvre avant la réfrigération, si désiré. 
",10 minutes,10min + réfrigérer toute la nuit,6 portions,,,3,8,2016-09-22 11:58:26,428
6316,Tartelettes au yogourt et aux céréales granola sans cuisson,https://www.quakeroats.ca/fr/recipes/tartelettes-au-yogourt-et-aux-céréales-granola-sans-cuisson,Breakfast,No_20Bake_20Granola_20and_20Yogurt_20Tarts-047.jpg,Ces tartelettes sont une solution savoureuse pour déguster des céréales granola et du yogourt et créer un déjeuner complet. Gardez des fonds de tarte déjà préparés au congélateur pour une préparation facile et rapide.,"Fonds de tarte :
1 sac (311 g) de Céréales Granola Super Grains de Quaker® - Bleuet et Pacanes, divisé
1/2 tasse (125 mL) d’amandes grillées hachées
1/4 tasse (60 mL) de noix de coco râpée, légèrement grillée
⅓ tasse (75 mL) de dattes Medjool dénoyautées
⅓ tasse (75 mL) d’huile de noix de coco fondue
2 cuillères à soupe (30 mL) de miel liquide

Garniture :
11/2 tasse (375 mL) de yogourt grec nature
1/4 tasse (60 mL) de miel
2 cuillères à soupe (30 mL) de jus de lime frais
2 cuillères à thé (10 mL) de zeste de lime finement râpé

Décoration :
3/4 tasse (175 mL) de mangue épluchée, coupée en dés","Fonds de tarte : Réserver 1/4 tasse (60 mL) de céréales granola et mettre de côté. Dans un robot culinaire, moudre grossièrement (par pulsions) le reste des céréales granola, les amandes et la noix de coco. Ajouter les dattes, l'huile de noix de coco et le miel et mélanger par pulsions jusqu'à la formation d’une pâte.
Tapisser 12 moules à muffins avec des coupelles de papier ou d’aluminium. Répartir le mélange de céréales granola dans les moules à muffins, en appuyant fermement sur le fond et les côtés avec un petit verre ou une tasse à mesurer. Laisser au congélateur toute la nuit ou jusqu'à consistance ferme. (Préparation à l'avance : garder les fonds de tarte congelés dans un contenant hermétique jusqu'au moment de servir.)
Garniture : Mélanger le yogourt, le miel, le jus de lime et le zeste de lime. Répartir le mélange sur les fonds de tarte.
Décoration : Déposer la mangue uniformément sur le mélange de yogourt. Saupoudrer des céréales granola réservées.",,20 minutes,20 min + temps de réfrigération,12 portions,,,3,5,2016-09-22 12:01:20,429
6321,Tourbillon de smoothie au gruau,https://www.quakeroats.ca/fr/recipes/tourbillon-de-smoothie-au-gruau,Breakfast,Oat_20Smoothie_20Swirl-029.jpg,Profitez des bienfaits nutritifs de l’avoine et de la fraîcheur d’un smoothie avec ce tourbillon déjeuner. Amusez‑vous et garnissez‑le de savoureux fruits de saison.,"Ingrédients
4 sachets (28 g chacun) de gruau Instantané Nature de Quaker®
21/2 tasses (625 mL) de lait écrémé, divisé
1/4 tasse (60 mL) de miel
11/2 tasse (375 mL) de petits fruits congelés, divisés
1 banane pelée et tranchée","Dans un bol allant au four micro‑ondes, mélanger le gruau à 2 tasses (500 mL) de lait. Cuire au four micro‑ondes 2 à 3 minutes ou jusqu'à tendreté.
Pendant ce temps, dans un mélangeur, mélanger le reste du lait, le miel, 1 tasse (250 mL) de petits fruits et la banane jusqu'à consistance lisse. Répartir le gruau uniformément dans 4 bols. Garnir uniformément du smoothie et créer un tourbillon à l’aide d’une cuillère. Garnir avec les petits fruits restants.","Astuce : Saupoudrer chaque portion de graines de chia ou de chanvre, si désiré. 
Astuce : Garnir avec une variété de fruits frais coupés en dés, comme la mangue, le kiwi ou l'ananas. 
Astuce : Saupoudrer de noix de coco grillée et râpée, si désiré. 
",10 minutes,15 minutes,4 portions,,,5,4,2016-09-22 12:05:24,430
